GENE       CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P
9903         1    6640783    6672929     12       6  184835     -0.46098      0.67759
148479       1    6663790    6694090     15       5  184835      -1.4413      0.92525
90326        1    6674924    6705646     17       5  184835      -1.4887      0.93171
55735        1    6684229    6771876     32       7  184835     -0.30307      0.61908
100505887    1    6774804    6800072      9       3  184835      0.53221      0.29729
110841581    1    6833951    6855040      7       2  184835      -1.6245      0.94786
23261        1    6835383    7839766    374     119  184835       -0.821      0.79418
102725193    1    7432547    7459814      6       2  184835      -1.4514      0.92667
9341         1    7821355    7851492     20       7  184835     -0.03611       0.5144
8863         1    7834350    7915237     37      12  184835     0.049932      0.48009
10911        1    7897671    7923551     15       6  184835      0.58606      0.27892
3604         1    7965930    8010899     15       3  184835     -0.89551      0.81474
11315        1    8011713    8055565     12       5  184835     -0.45918      0.67695
54206        1    8061786    8096369      9       2  184835     -0.75941       0.7762
102724539    1    8258731    8285268     11       3  184835      -1.5847      0.94348
50651        1    8368173    8414225     11       5  184835     -0.13441      0.55346
473          1    8402463    8887699    103      18  184835       1.6975     0.044797
102724552    1    8474704    8505076      8       5  184835       2.1184     0.017072
106632271    1    8544859    8564973      5       2  184835       1.4714     0.070598
2023         1    8911058    8948745     12       3  184835     -0.74104      0.77067
102465436    1    8916560    8936649     10       3  184835     -0.83995      0.79953
100505975    1    8928893    8949943      4       2  184835     -0.49449      0.68952
765          1    8995926    9045148     34      16  184835      -1.2021      0.88534
155184       1    9053358    9096404     26      12  184835     -0.28402       0.6118
6518         1    9085164    9142318     14       5  184835     -0.89831      0.81549
80045        1    9150363    9199161     10       5  184835      -1.0757      0.85898
106614088    1    9198069    9252397     20      10  184835      -1.0453      0.85205
407040       1    9201726    9221836      8       5  184835     0.068871      0.47255
102724571    1    9232262    9262144      8       4  184835      -2.1324      0.98351
9563         1    9284832    9341394     18       8  184835      -0.2197      0.58695
80176        1    9342952    9439590     57      25  184835     -0.56405      0.71364
100506022    1    9475152    9499055     12       3  184835       1.8563     0.031707
84275        1    9589523    9655231     26       4  184835     -0.14798      0.55882
199953       1    9638968    9684935     17       3  184835       -0.296      0.61639
5293         1    9701788    9799172     24      11  184835     -0.23249      0.59192
644997       1    9702667    9724644      6       3  184835      -2.6884      0.99641
101929074    1    9722483    9757632     12       5  184835     -0.55316      0.70992
22883        1    9778983    9894584     35       7  184835      0.23784        0.406
56998        1    9898333    9980327     16       4  184835       1.5054     0.066112
84328        1    9972175   10013449     19       5  184835     -0.15756       0.5626
64802        1    9992980   10055556     18       4  184835      -1.0741       0.8586
113391335    1   10000629   10030845     12       3  184835     -0.91308       0.8194
100847055    1   10017438   10037516      3       1  184835     -0.89943      0.81579
116362       1   10047285   10086079      7       2  184835      0.30632      0.37968
10277        1   10083015   10251296     51      16  184835      0.21413      0.41522
23095        1   10260627   10451661     83       9  184835      0.39254      0.34733
5226         1   10449120   10490568     20       6  184835       2.3341    0.0097955
378708       1   10480489   10512865     21       4  184835       2.4618    0.0069122
100526739    1   10480489   10522210     23       4  184835       2.4669    0.0068139
1325         1   10500087   10522055      8       2  184835      0.73651      0.23071
1676         1   10506578   10542586     11       4  184835      0.37188      0.35499
5195         1   10525006   10700815     89      18  184835       1.8163     0.034665
54897        1   10686665   10866703     72      36  184835      0.81594      0.20727
23435        1   11062710   11095549     11       2  184835      0.75332      0.22563
10747        1   11076579   11117296     15       4  184835       1.1063      0.13431
6723         1   11104645   11130075      9       2  184835      0.50877      0.30546
5394         1   11116675   11169926     14       3  184835      0.72867       0.2331
105376736    1   11149731   11172162      4       2  184835       1.9199     0.027435
2475         1   11156591   11332608     44       6  184835      0.36534      0.35743
100873935    1   11193954   11219595      4       2  184835     0.077915      0.46895
10218        1   11239411   11266038      3       2  184835      0.83521       0.2018
29914        1   11323254   11369628     17       4  184835     -0.40235      0.65629
57540        1   11529211   11607608     28       7  184835      0.72966       0.2328
101929181    1   11659587   11683411      9       3  184835      -1.0418      0.85125
26232        1   11698443   11724486     15       8  184835     -0.39869      0.65494
93611        1   11704463   11733384     13       7  184835     -0.47208      0.68157
26270        1   11714256   11744409     14       7  184835      -1.1331      0.87141
10459        1   11724536   11761678     17       8  184835      -0.3454       0.6351
374946       1   11741766   11795914     21      10  184835     -0.91143      0.81896
57085        1   11786141   11820828     17       7  184835      -1.1917      0.88331
284498       1   11812249   11859642     29       7  184835     -0.59407      0.72377
102724659    1   11827133   11849676     16       3  184835     -0.72693      0.76637
4524         1   11835780   11876021     36       7  184835     -0.67439      0.74997
1185         1   11856152   11913201     45       8  184835      -0.8135      0.79203
100379251    1   11890375   11917673     19       6  184835     -0.33327      0.63053
4878         1   11895765   11917840     18       5  184835     -0.84829      0.80186
4879         1   11907520   11929002      7       3  184835     -0.66542      0.74711
26829        1   11958210   11978329      9       4  184835     -0.56939      0.71545
90231        1   11969647   11996484     13       4  184835      0.76008       0.2236
5351         1   11984773   12045594     21       5  184835       1.4059     0.079879
9927         1   12030237   12083572     21       6  184835       1.5689      0.05833
60672        1   12069554   12102102      8       3  184835     -0.51658      0.69728
102466982    1   12079214   12099279      8       3  184835     -0.51658      0.69728
943          1   12113359   12214264     41      17  184835     -0.10557      0.54204
102465836    1   12216999   12237095      5       2  184835      -1.4069      0.92027
7133         1   12217047   12279277     30      11  184835      -1.8777      0.96979
100616438    1   12241769   12261830     11       3  184835     -0.90255      0.81662
55187        1   12280086   12582098     91      18  184835      -1.6382      0.94931
677885       1   12557299   12577451      4       2  184835      0.42189      0.33655
9249         1   12617938   12688216     42      14  184835     -0.67562      0.75036
102466722    1   12628984   12649051     12       7  184835      0.45181       0.3257
343066       1   12694103   12737087     17       4  184835       -1.671      0.95264
126767       1   12766112   12798727     22       4  184835     -0.77181      0.77989
390999       1   12823880   12848048      9       2  184835      -1.4465      0.92598
65121        1   12841545   12866777      5       2  184835        -1.17      0.87899
343069       1   12897229   12918573      1       1  184835      -1.2897      0.90143
65122        1   12906940   12931764      2       1  184835     -0.27784      0.60943
400735       1   12929032   12956025      2       1  184835     -0.96319      0.83227
441871       1   12966466   13621533      3       2  184835      -1.6765      0.95318
391002       1   12966466   13621533      3       2  184835      -1.6765      0.95318
440561       1   12988301   13378936      3       2  184835      -1.6765      0.95318
391003       1   13025498   13708405      3       2  184835      -1.6765      0.95318
101929983    1   13042393   13658988      3       2  184835      -1.6765      0.95318
343068       1   13098513   13379057      3       2  184835      -1.6765      0.95318
645354       1   13151985   13209727      3       2  184835      -1.6765      0.95318
649324       1   13151985   13209727      3       2  184835      -1.6765      0.95318
101060301    1   13172324   13194036      3       2  184835      -1.6765      0.95318
649330       1   13172324   13194426      3       2  184835      -1.6765      0.95318
440563       1   13172959   13194326      3       2  184835      -1.6765      0.95318
126755       1   13791440   13850498     40      15  184835       2.1987     0.013949
10630        1   13900251   13954452     37      16  184835      -1.2967      0.90264
7799         1   14016682   14161574     80      22  184835      0.73095      0.23241
105376762    1   14665449   14756469     52      22  184835       1.4385     0.075142
23254        1   14915180   15454539    289     106  184835      -0.6832      0.75276
200197       1   15428310   15488960     33      10  184835       1.0513      0.14656
55092        1   15469027   15556974     61      15  184835      0.90679      0.18226
114827       1   15563720   15734623     94      27  184835       1.4851     0.068765
101927417    1   15643175   15680379     11       5  184835     -0.26427      0.60421
79180        1   15726383   15766835     21      10  184835      -0.9111      0.81888
11330        1   15754938   15785737     13       7  184835     -0.66247      0.74617
63036        1   15773226   15808586     14       6  184835      0.68119      0.24788
51032        1   15792598   15827889     20       6  184835       1.6099     0.053707
842          1   15807895   15861285     35       4  184835        1.307     0.095606
23341        1   15843307   15908228     24       4  184835       1.6435     0.050145
107397391    1   15858660   15878799      7       2  184835       1.6886      0.04565
79814        1   15888193   15921546     15       4  184835       2.1346     0.016395
84301        1   15933952   16005539     20       4  184835       2.7017    0.0034488
6248         1   15976207   15998525      9       2  184835       2.6582    0.0039274
23207        1   16000814   16071264     33       5  184835        2.622    0.0043711
284723       1   16052752   16077887     11       3  184835       1.9625      0.02485
110806303    1   16056545   16086385     15       4  184835       1.6137     0.053291
388595       1   16058993   16084477     15       4  184835       1.6137     0.053291
54751        1   16073132   16123084     14       5  184835      -1.9134      0.97215
440567       1   16123656   16144194     11       3  184835     -0.52226      0.69926
23013        1   16164201   16276951     37      10  184835      0.99385      0.16015
7709         1   16258363   16312627     30       7  184835       1.1445       0.1262
149563       1   16320730   16345302     22       6  184835      0.58535      0.27916
27129        1   16330523   16356089     20       5  184835      0.36302      0.35829
1187         1   16338530   16370545     25       7  184835    -0.093374       0.5372
1188         1   16360276   16393821     26       7  184835      -1.4688      0.92906
348487       1   16374263   16410146     20       7  184835      -1.6257        0.948
1969         1   16440831   16492564     24       9  184835      0.12533      0.45013
128272       1   16514348   16549147     15       5  184835       1.4047     0.080062
79363        1   16548186   16573678     10       4  184835        1.921     0.027363
54455        1   16563334   16688975     27       7  184835       1.0375      0.14976
26099        1   16683736   16734640     11       3  184835      0.51871      0.30198
374955       1   16712175   16773919     14       8  184835     -0.73854      0.76991
55707        1   16757166   16796584     15       5  184835      -1.2144      0.88771
107984921    1   16777442   16804976     12       3  184835      -1.0178      0.84561
114819       1   16783930   16829196     14       4  184835        -1.01      0.84374
26863        1   16830616  149234221  42383    1122  184835        2.275     0.011452
26869        1   16830616  149234221  42383    1122  184835        2.275     0.011452
6060         1   16830616  149234221  42383    1122  184835        2.275     0.011452
26870        1   16830616  149234221  42383    1122  184835        2.275     0.011452
26871        1   16830616  149234221  42383    1122  184835        2.275     0.011452
440570       1   16850336   17210587      1       1  184835      0.62393      0.26634
100500876    1   16865408   17195516      1       1  184835      0.62393      0.26634
9696         1   17238425   17309455     16       5  184835      0.14121      0.44385
4237         1   17290998   17318081     25       7  184835      0.29393      0.38441
23400        1   17302452   17348423     31       6  184835     0.048764      0.48055
6390         1   17335220   17390527     44       8  184835      0.34035       0.3668
11240        1   17383255   17455946     71      13  184835     -0.25463      0.60049
400743       1   17506283   17532882     28       5  184835      -1.1306      0.87089
29943        1   17521622   17582502     49      22  184835      0.78888      0.21509
51702        1   17565592   17620727     34      13  184835      0.36028      0.35932
100616188    1   17594383   17614470      9       4  184835      0.44952      0.32653
23569        1   17624691   17700499     59      17  184835        2.011      0.02216
353238       1   17688690   17738195     46       9  184835       1.7574     0.039428
55920        1   17723255   17776173     29       5  184835      0.31712      0.37558
55160        1   17856192   18034370     74      29  184835       1.5044     0.066243
81569        1   18071827   18163558     32      14  184835       2.6638    0.0038626
101927876    1   18382150   18410905     10       4  184835        1.199      0.11527
84966        1   18424291   18714977    202      78  184835     -0.15082      0.55994
127707       1   18797423   18822480     22       5  184835      0.54481      0.29294
5081         1   18947339   19085360     77      37  184835       2.7398    0.0030735
80834        1   19156092   19196154     25      10  184835      0.33001      0.37069
8659         1   19187923   19239293     29      10  184835       0.3117      0.37763
100616120    1   19199695   19219769      8       3  184835      0.78799      0.21535
100302276    1   19213564   19233642     12       3  184835     -0.23758       0.5939
126917       1   19220773   19293170     36      13  184835     -0.20047      0.57944
23352        1   19391005   19546760     62      11  184835      -1.1094      0.86637
101927895    1   19526879   19577198     18       4  184835      -1.6899      0.95447
23065        1   19532154   19588018     21       6  184835     -0.93857      0.82603
51154        1   19568298   19596622     13       6  184835      0.44764      0.32721
246181       1   19582475   19610616     11       4  184835      0.45015       0.3263
22977        1   19599066   19625264      7       3  184835     -0.47769      0.68356
100506730    1   19609740   19632230      8       3  184835     0.067419      0.47312
8574         1   19619201   19648640     12       5  184835     -0.19352      0.57672
54896        1   19628819   19668922     20       7  184835     -0.18698      0.57416
832          1   19655268   19822033     99      16  184835     -0.66173      0.74593
440574       1   19913470   19966315     19       6  184835       1.0941      0.13695
100532736    1   19913472   19994945     37      14  184835       2.6388    0.0041597
644068       1   19924300   19945138      5       3  184835      0.20861      0.41738
4681         1   19959722   19994949     21       9  184835       3.0663    0.0010836
3362         1   19981367   20017459     29       7  184835       3.5899   0.00016538
255104       1   19998705   20136409     73      24  184835       3.3282    0.0004371
54546        1   20130521   20151776     22      10  184835      -1.8074      0.96465
23252        1   20198887   20249437     27       8  184835       1.3784     0.084037
30814        1   20236501   20260110     21       8  184835        1.645     0.049983
5320         1   20291923   20316927     21       8  184835    -0.094883       0.5378
5322         1   20386686   20428404     34       9  184835       0.4958      0.31002
26279        1   20428433   20456059     13       7  184835     -0.68217      0.75243
64600        1   20455815   20486874     10       6  184835      0.25715      0.39853
117779438    1   20470706   20497061     10       3  184835       1.0706      0.14217
391013       1   20479547   20523011     15       6  184835       1.1694      0.12112
127733       1   20502588   20532543     12       5  184835     -0.02355      0.50939
105376827    1   20559587   20581147     17       5  184835      -1.6796      0.95349
127731       1   20607367   20696011     55      14  184835    -0.011481      0.50458
339505       1   20676293   20765287     38      11  184835      -1.2078      0.88644
55450        1   20798883   20822703      7       3  184835       1.1563      0.12378
79594        1   20815940   20844644      8       3  184835     -0.40036      0.65555
163933       1   20869065   20891513      8       3  184835     0.022876      0.49087
978          1   20905589   20955396     37      10  184835      0.59986       0.2743
65018        1   20949950   20988004     27       6  184835      0.34286      0.36585
102464833    1   20950171   20970281     12       4  184835      0.68781      0.24579
100861548    1   20959149   20988686     23       5  184835      0.16641      0.43392
1650         1   20968270   20997862     23       5  184835      0.24853      0.40186
57576        1   20980506   21054500     47      22  184835       2.0921     0.018217
400745       1   21036223   21069196     16       7  184835       2.2662     0.011719
50809        1   21056758   21123800     19       6  184835       2.5158    0.0059381
8672         1   21122784   21513390     77       9  184835       2.3086     0.010482
100302155    1   21304806   21324925      6       2  184835       2.1919     0.014192
1889         1   21533742   21681997     55      24  184835       1.7256     0.042212
100506801    1   21609782   21636362      6       4  184835       1.6512     0.049352
84224        1   21756629   21821393     21       5  184835       1.0925       0.1373
249          1   21825476   21914903     47      16  184835      0.36663      0.35695
5909         1   21912713   22005850     59      22  184835     -0.15567      0.56185
84196        1   21994790   22119692     59      13  184835     -0.31463      0.62348
401944       1   22128757   22161716     24      11  184835       1.8976     0.028873
3339         1   22138736   22273803     70      25  184835       1.0592      0.14475
23436        1   22293514   22325847     11       3  184835      0.30848      0.37886
10136        1   22318149   22349035      6       3  184835      0.29346      0.38458
101928043    1   22340486   22362541     15       6  184835     -0.74376      0.77149
29092        1   22341683   22367717     18       7  184835     -0.97118      0.83427
998          1   22369201   22437853     30       8  184835     -0.10732      0.54273
54361        1   22433805   22479590     23       8  184835     -0.24875      0.59822
100616433    1   22582731   22602793      4       2  184835     -0.63294      0.73661
9923         1   22768343   22867650     39       9  184835       1.0719      0.14189
2046         1   22879981   22940088     26      12  184835      0.69182      0.24453
102466615    1   22949750   22969859     10       4  184835     0.014739      0.49412
712          1   22953120   22976175     12       4  184835     -0.55774      0.71149
714          1   22960125   22984601     20       6  184835     -0.18447      0.57318
713          1   22969728   22998129     17       5  184835      0.20038      0.42059
2048         1   23027330   23257993     80      31  184835    -0.048684      0.51941
100616391    1   23036009   23056091      5       2  184835     -0.32678      0.62808
100422914    1   23179651   23199719      5       3  184835     -0.63173      0.73622
646262       1   23269535   23309359     19       7  184835       1.5963     0.055209
729059       1   23327326   23352345      8       3  184835       1.0944      0.13688
23028        1   23335960   23420182     34       4  184835       1.7354     0.041333
100422866    1   23360797   23380865      7       2  184835       1.6809      0.04639
7798         1   23400515   23505351     38       6  184835       1.5436     0.061346
3352         1   23508387   23553995     23       5  184835   -0.0051065      0.50204
100996511    1   23597801   23622011      2       1  184835       1.5606     0.059312
10236        1   23621180   23680777      7       4  184835     0.065607      0.47385
80818        1   23675940   23706329     16       4  184835      0.05437      0.47832
148898       1   23685463   23708330     14       4  184835    -0.023773      0.50948
6920         1   23697401   23761241     33      10  184835      0.80655      0.20996
55616        1   23745055   23820672     32       9  184835      0.42745      0.33453
1870         1   23822929   23867725     12       6  184835      0.28111      0.38931
101928163    1   23838421   23864911     10       5  184835      0.52104      0.30117
3399         1   23874416   23895992     10       5  184835     -0.75285      0.77423
259283       1   23943823   23977058     15       7  184835       1.5887     0.056068
6135         1   24008268   24033325      3       1  184835    -0.078486      0.53128
6924         1   24059855   24098549      6       3  184835        2.823    0.0023792
100506963    1   24076871   24114787      8       3  184835       3.0844    0.0010197
57095        1   24094907   24124722      6       2  184835       2.1382     0.016249
11313        1   24107634   24132029      5       2  184835       1.8703      0.03072
2582         1   24112088   24137244      9       2  184835       1.8781     0.030187
3155         1   24118366   24161949     14       2  184835       2.3206     0.010154
2517         1   24161570   24204780     17       3  184835       2.5124    0.0059959
1269         1   24187005   24249852     23       7  184835       1.9672     0.024578
100616492    1   24245559   24265637      3       1  184835     -0.88801      0.81273
55629        1   24276317   24299949      1       1  184835      0.10622       0.4577
10772        1   24280836   24316817      1       1  184835      0.10622       0.4577
127294       1   24372530   24448625     50      13  184835       0.6004      0.27412
58985        1   24436260   24479630     17       6  184835     -0.52477      0.70013
163702       1   24470661   24523779     18       8  184835     -0.81256      0.79176
284632       1   24516729   24548180     16       7  184835      0.15157      0.43976
57822        1   24635846   24700970     28      12  184835      0.70322      0.24096
90529        1   24673488   24751587     46       8  184835      0.98773      0.16164
57185        1   24729976   24809473     26       7  184835      0.59806       0.2749
100750325    1   24812743   24838872     11       3  184835     -0.64266      0.73978
11123        1   24818833   24877530     26       7  184835      -0.9393      0.82621
100506985    1   24855763   24892515     19       6  184835     -0.51187      0.69563
400746       1   24872577   24945818     23       9  184835      0.42341        0.336
10250        1   24959792   25009772      4       2  184835      0.65359      0.25669
25932        1   25061937   25180810     25       4  184835       1.4274     0.076729
864          1   25216001   25301501     29      11  184835     -0.65079      0.74241
102465437    1   25235835   25255907      7       3  184835      0.61924      0.26788
100616365    1   25339993   25360077      6       3  184835      -1.2133      0.88749
25949        1   25538766   25568993      8       3  184835      0.67624      0.24944
57035        1   25558727   25674745      9       6  184835      0.83453      0.20199
6007         1   25588976   25666936      2       1  184835      0.76659      0.22166
23585        1   25654824   25698852      7       3  184835      -0.9945      0.84001
6006         1   25678739   25757405     17       4  184835     -0.13583      0.55402
55219        1   25747348   25836698     21       5  184835    -0.095388        0.538
26119        1   25860096   25905377     24       7  184835       1.3203     0.093372
57134        1   25933281   26120940     44      12  184835        1.191      0.11683
57190        1   26116683   26154712     21       6  184835      0.11947      0.45245
56181        1   26136396   26169433     22       4  184835     -0.47131      0.68129
646471       1   26136444   26160097     18       4  184835      -0.6493      0.74193
79000        1   26148403   26195949     20       4  184835     -0.22274      0.58813
164091       1   26177974   26212199     16       3  184835     -0.15489      0.56154
3925         1   26200669   26243368     20       2  184835     0.013687      0.49454
100500808    1   26222852   26242945      5       1  184835      0.28659      0.38721
5051         1   26276257   26334554     20       4  184835      0.62953       0.2645
2134         1   26338265   26372954     13       3  184835      -0.3981      0.65472
7780         1   26353742   26382609     12       3  184835     -0.14298      0.55685
84676        1   26367791   26404121     21       6  184835     -0.34073      0.63335
149420       1   26427655   26462046     10       2  184835       1.0568      0.14529
79927        1   26475569   26500453     17       5  184835       1.1558      0.12389
110806296    1   26480591   26505454     23       5  184835        1.543     0.061412
51042        1   26486398   26507364     16       4  184835       1.8082     0.035288
10256        1   26493981   26526375     28       7  184835       1.6708      0.04738
378807       1   26507092   26539455     23       9  184835       1.4447     0.074268
101928303    1   26541810   26566331     15       5  184835     -0.27436       0.6081
64793        1   26550690   26615299     26       7  184835      0.22845      0.40965
83442        1   26596576   26618013      8       2  184835      0.36063      0.35919
91544        1   26598772   26654756     31       5  184835      0.61137      0.27048
1043         1   26634448   26657014     16       4  184835       0.6418       0.2605
55057        1   26638349   26690621     38       9  184835      0.39633      0.34593
257101       1   26678124   26709285     20       6  184835     -0.15318      0.56087
79727        1   26727307   26766219     16       6  184835       1.7217     0.042559
79947        1   26748772   26807795     25       6  184835       1.0204      0.15378
101928324    1   26779247   26804028     13       4  184835       1.0413      0.14887
3151         1   26788930   26813133     10       3  184835      0.78155      0.21724
6195         1   26846251   26911516     27       8  184835      0.88968      0.18682
100302190    1   26871032   26891084      8       2  184835      0.59871      0.27468
101928728    1   27008400   27030622      7       2  184835       1.2523      0.10523
