GENE       CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P
140625       1    2928030    2949467      7       3  187863       1.0847      0.13903
440556       1    2966180    2994289      9       4  187863       1.5337     0.062553
63976        1    2975766    3365185    207      86  187863      -0.9305      0.82394
100422968    1    3034538    3054599      7       3  187863     -0.44015      0.67009
27237        1    3361228    3407677     21       3  187863     -0.55286      0.70982
1953         1    3394514    3538072     73      33  187863       2.1072     0.017548
693135       1    3467259    3487354     10       5  187863       1.5433     0.061378
127262       1    3531578    3556691     14       5  187863       2.6911    0.0035605
49856        1    3537333    3576667     28      10  187863       2.3215     0.010131
7161         1    3559079    3662765     58      26  187863       3.0217    0.0012568
148870       1    3659013    3698209     31      12  187863      -1.5519      0.93965
388588       1    3679312    3702520     14       6  187863      -2.3351      0.99023
57470        1    3685122    3723062     19       9  187863      -3.1587      0.99921
9731         1    3718650    3783775     37       7  187863     -0.67104       0.7489
1677         1    3763830    3811993     38      12  187863     -0.65381      0.74338
339448       1    3795696    3826836     26       8  187863     -0.31203      0.62249
100133612    1    3806967    3842011     23       8  187863     -0.19211      0.57617
728716       1    3990671    4022643     27      13  187863     -0.05574      0.52223
105376672    1    3997208    4019040     20       9  187863      0.14457      0.44253
284661       1    4462110    4494744     24       7  187863       1.1711      0.12078
105376679    1    4621546    4653764     22      10  187863       -1.008      0.84327
55966        1    4704668    4862582    104      41  187863       1.3076       0.0955
100616421    1    5912731    5932801     18       7  187863       -1.132      0.87119
261734       1    5912870    6062485     86      16  187863      0.42101      0.33687
8514         1    6042735    6171240     49      24  187863     -0.56057      0.71245
26038        1    6151846    6250381     38      11  187863       1.0183      0.15426
6146         1    6235079    6269655     12       6  187863     -0.55122      0.70926
102724450    1    6254899    6275840     11       5  187863     -0.04686      0.51869
388591       1    6256178    6291359     20       6  187863      0.23054      0.40883
23463        1    6271252    6306024     18       5  187863      0.36604      0.35717
390992       1    6294238    6315638      9       4  187863     -0.92682      0.82299
387509       1    6297412    6331158     17       5  187863     -0.93218      0.82438
11332        1    6314331    6463827     76      15  187863      -1.6716       0.9527
54626        1    6465293    6489979     12       3  187863      -2.2142      0.98659
83715        1    6474835    6531004     23       6  187863      -2.2288      0.98709
100422975    1    6479893    6499956     10       3  187863      -1.8041       0.9644
8718         1    6510845    6536255     11       3  187863      -1.4094      0.92065
57449        1    6516151    6590152     37      10  187863      -1.0906      0.86228
79707        1    6571406    6624573     23       3  187863     -0.75068      0.77358
80835        1    6605366    6649815     24       9  187863     -0.32043      0.62568
3104         1    6630053    6659340     17       8  187863      0.23024      0.40895
9903         1    6640783    6672929     12       6  187863      0.99643      0.15952
148479       1    6663790    6694090     15       5  187863     -0.17573      0.56975
90326        1    6674924    6705646     17       5  187863     -0.14744      0.55861
55735        1    6684229    6771876     32       7  187863     -0.55292      0.70984
100505887    1    6774804    6800072      9       3  187863      0.49783       0.3093
110841581    1    6833951    6855040      7       2  187863       1.0594      0.14472
23261        1    6835383    7839766    374     119  187863      0.20985      0.41689
102725193    1    7432547    7459814      6       2  187863      0.80322      0.21092
9341         1    7821355    7851492     20       7  187863     -0.58218      0.71978
8863         1    7834350    7915237     37      12  187863      -0.6478      0.74144
10911        1    7897671    7923551     15       6  187863      -2.3346      0.99022
3604         1    7965930    8010899     15       3  187863      -1.3001      0.90321
11315        1    8011713    8055565     12       5  187863      -1.8123      0.96503
54206        1    8061786    8096369      9       2  187863      -0.5827      0.71995
102724539    1    8258731    8285268     11       3  187863     -0.35591      0.63905
50651        1    8368173    8414225     11       5  187863      -1.8417      0.96724
473          1    8402463    8887699    103      18  187863       1.3363     0.090718
102724552    1    8474704    8505076      8       5  187863      0.63338      0.26324
106632271    1    8544859    8564973      5       2  187863       1.9004     0.028691
2023         1    8911058    8948745     12       3  187863       1.4512     0.073356
102465436    1    8916560    8936649     10       3  187863       1.3309     0.091603
100505975    1    8928893    8949943      4       2  187863       1.3112     0.094898
765          1    8995926    9045148     34      16  187863      -1.9718      0.97568
155184       1    9053358    9096404     26      12  187863     -0.49219      0.68871
6518         1    9085164    9142318     14       5  187863     -0.61922      0.73211
80045        1    9150363    9199161     10       5  187863      -1.2465      0.89371
106614088    1    9198069    9252397     20      10  187863      -1.9251      0.97289
407040       1    9201726    9221836      8       5  187863      -2.2477       0.9877
102724571    1    9232262    9262144      8       4  187863      -1.6066      0.94593
9563         1    9284832    9341394     18       8  187863      0.34483      0.36511
80176        1    9342952    9439590     57      25  187863      -1.5387      0.93807
100506022    1    9475152    9499055     12       3  187863       1.3084     0.095368
84275        1    9589523    9655231     26       4  187863       1.7173     0.042963
199953       1    9638968    9684935     17       3  187863       1.8483     0.032278
5293         1    9701788    9799172     24      11  187863      0.65789       0.2553
644997       1    9702667    9724644      6       3  187863        1.005      0.15744
101929074    1    9722483    9757632     12       5  187863      0.50661      0.30621
22883        1    9778983    9894584     35       7  187863      0.79838      0.21233
56998        1    9898333    9980327     16       4  187863       1.3443     0.089427
84328        1    9972175   10013449     19       5  187863     -0.44084      0.67034
64802        1    9992980   10055556     18       4  187863     -0.56921      0.71539
113391335    1   10000629   10030845     12       3  187863     -0.15557      0.56181
100847055    1   10017438   10037516      3       1  187863      0.17682      0.42982
116362       1   10047285   10086079      7       2  187863      -1.7851      0.96287
10277        1   10083015   10251296     51      16  187863      0.31857      0.37503
23095        1   10260627   10451661     83       9  187863      0.73932      0.22986
5226         1   10449120   10490568     20       6  187863       0.7448      0.22819
378708       1   10480489   10512865     21       4  187863     -0.23193       0.5917
100526739    1   10480489   10522210     23       4  187863     -0.16416       0.5652
1325         1   10500087   10522055      8       2  187863     0.021621      0.49138
1676         1   10506578   10542586     11       4  187863     -0.66192      0.74599
5195         1   10525006   10700815     89      18  187863     -0.33737      0.63208
54897        1   10686665   10866703     72      36  187863       0.5885       0.2781
23435        1   11062710   11095549     11       2  187863      0.20341      0.41941
10747        1   11076579   11117296     15       4  187863      0.32408      0.37294
6723         1   11104645   11130075      9       2  187863     -0.24267      0.59587
5394         1   11116675   11169926     14       3  187863      0.31866      0.37499
105376736    1   11149731   11172162      4       2  187863       1.0429      0.14849
2475         1   11156591   11332608     44       6  187863     -0.27281       0.6075
100873935    1   11193954   11219595      4       2  187863      0.46408       0.3213
10218        1   11239411   11266038      3       2  187863       1.4566     0.072607
29914        1   11323254   11369628     17       4  187863      0.15009      0.44035
57540        1   11529211   11607608     28       7  187863     -0.60752      0.72825
101929181    1   11659587   11683411      9       3  187863     -0.89351      0.81421
26232        1   11698443   11724486     15       8  187863     -0.18429      0.57311
93611        1   11704463   11733384     13       7  187863     -0.79237      0.78593
26270        1   11714256   11744409     14       7  187863      -1.2257      0.88985
10459        1   11724536   11761678     17       8  187863       -0.469      0.68047
374946       1   11741766   11795914     21      10  187863      0.62333      0.26653
57085        1   11786141   11820828     17       7  187863      0.49346      0.31084
284498       1   11812249   11859642     29       7  187863     0.026978      0.48924
102724659    1   11827133   11849676     16       3  187863      0.41615      0.33865
4524         1   11835780   11876021     36       7  187863      0.13873      0.44483
1185         1   11856152   11913201     45       8  187863     -0.42768      0.66556
100379251    1   11890375   11917673     19       6  187863      -2.4428      0.99271
4878         1   11895765   11917840     18       5  187863      -2.2345      0.98727
4879         1   11907520   11929002      7       3  187863     -0.59708      0.72477
26829        1   11958210   11978329      9       4  187863     -0.71987       0.7642
90231        1   11969647   11996484     13       4  187863      0.13657      0.44569
5351         1   11984773   12045594     21       5  187863      0.50688      0.30612
9927         1   12030237   12083572     21       6  187863     -0.96966      0.83389
60672        1   12069554   12102102      8       3  187863      -1.0421      0.85133
102466982    1   12079214   12099279      8       3  187863      -1.0421      0.85133
943          1   12113359   12214264     41      17  187863      -1.7618      0.96095
102465836    1   12216999   12237095      5       2  187863      -1.2202       0.8888
7133         1   12217047   12279277     30      11  187863     -0.24484      0.59671
100616438    1   12241769   12261830     11       3  187863      0.18707       0.4258
55187        1   12280086   12582098     91      18  187863       -0.819      0.79361
677885       1   12557299   12577451      4       2  187863      0.50711      0.30604
9249         1   12617938   12688216     42      14  187863       1.0277      0.15205
102466722    1   12628984   12649051     12       7  187863      0.93823      0.17406
343066       1   12694103   12737087     17       4  187863     -0.77839      0.78183
126767       1   12766112   12798727     22       4  187863     -0.39529      0.65368
390999       1   12823880   12848048      9       2  187863      -1.2452      0.89348
65121        1   12841545   12866777      5       2  187863     -0.37808      0.64732
343069       1   12897229   12918573      1       1  187863      0.91775      0.17937
65122        1   12906940   12931764      2       1  187863      0.31991      0.37452
400735       1   12929032   12956025      2       1  187863      0.37558      0.35361
441871       1   12966466   13621533      3       2  187863     -0.49075       0.6882
391002       1   12966466   13621533      3       2  187863     -0.49075       0.6882
440561       1   12988301   13378936      3       2  187863     -0.49075       0.6882
391003       1   13025498   13708405      3       2  187863     -0.49075       0.6882
101929983    1   13042393   13658988      3       2  187863     -0.49075       0.6882
343068       1   13098513   13379057      3       2  187863     -0.49075       0.6882
645354       1   13151985   13209727      3       2  187863     -0.49075       0.6882
649324       1   13151985   13209727      3       2  187863     -0.49075       0.6882
101060301    1   13172324   13194036      3       2  187863     -0.49075       0.6882
649330       1   13172324   13194426      3       2  187863     -0.49075       0.6882
440563       1   13172959   13194326      3       2  187863     -0.49075       0.6882
126755       1   13791440   13850498     40      15  187863       2.0914     0.018244
10630        1   13900251   13954452     37      16  187863      0.32761       0.3716
7799         1   14016682   14161574     80      22  187863      0.19126      0.42416
105376762    1   14665449   14756469     52      22  187863      0.13917      0.44466
23254        1   14915180   15454539    289     106  187863     -0.29721      0.61685
200197       1   15428310   15488960     33      10  187863     -0.25442      0.60041
55092        1   15469027   15556974     61      15  187863     -0.54692      0.70778
114827       1   15563720   15734623     94      27  187863      0.61018      0.27087
101927417    1   15643175   15680379     11       5  187863     -0.49639      0.69019
79180        1   15726383   15766835     21      10  187863      0.57957       0.2811
11330        1   15754938   15785737     13       7  187863       0.1513      0.43987
63036        1   15773226   15808586     14       6  187863      0.67814      0.24884
51032        1   15792598   15827889     20       6  187863       1.5428     0.061437
842          1   15807895   15861285     35       4  187863       1.3235     0.092832
23341        1   15843307   15908228     24       4  187863        1.611     0.053593
107397391    1   15858660   15878799      7       2  187863       1.7244     0.042315
79814        1   15888193   15921546     15       4  187863       1.6437     0.050123
84301        1   15933952   16005539     20       4  187863      0.93134      0.17584
6248         1   15976207   15998525      9       2  187863       1.0775      0.14062
23207        1   16000814   16071264     33       5  187863       1.6875      0.04575
284723       1   16052752   16077887     11       3  187863       1.2647        0.103
110806303    1   16056545   16086385     15       4  187863      0.99145      0.16073
388595       1   16058993   16084477     15       4  187863      0.99145      0.16073
54751        1   16073132   16123084     14       5  187863      -1.6672      0.95227
440567       1   16123656   16144194     11       3  187863      0.55152      0.29064
23013        1   16164201   16276951     37      10  187863       1.9354     0.026471
7709         1   16258363   16312627     30       7  187863       2.3414    0.0096065
149563       1   16320730   16345302     22       6  187863       2.5036    0.0061471
27129        1   16330523   16356089     20       5  187863       2.3424     0.009579
1187         1   16338530   16370545     25       7  187863       1.7739     0.038039
1188         1   16360276   16393821     26       7  187863       1.6981     0.044744
348487       1   16374263   16410146     20       7  187863       1.5283     0.063217
1969         1   16440831   16492564     24       9  187863       1.7587     0.039316
128272       1   16514348   16549147     15       5  187863       1.2275      0.10981
79363        1   16548186   16573678     10       4  187863       2.5647    0.0051634
54455        1   16563334   16688975     27       7  187863       1.7595     0.039248
26099        1   16683736   16734640     11       3  187863       1.9824     0.023716
374955       1   16712175   16773919     14       8  187863       1.1457      0.12597
55707        1   16757166   16796584     15       5  187863      -1.6651      0.95206
107984921    1   16777442   16804976     12       3  187863      -1.6716       0.9527
114819       1   16783930   16829196     14       4  187863     -0.31067      0.62198
26863        1   16830616  149234221  42383    1122  187863       2.1645     0.015214
26869        1   16830616  149234221  42383    1122  187863       2.1645     0.015214
6060         1   16830616  149234221  42383    1122  187863       2.1645     0.015214
26870        1   16830616  149234221  42383    1122  187863       2.1645     0.015214
26871        1   16830616  149234221  42383    1122  187863       2.1645     0.015214
440570       1   16850336   17210587      1       1  187863       1.4751     0.070091
100500876    1   16865408   17195516      1       1  187863       1.4751     0.070091
9696         1   17238425   17309455     16       5  187863       1.1314      0.12895
4237         1   17290998   17318081     25       7  187863       0.7177      0.23647
23400        1   17302452   17348423     31       6  187863      0.18651      0.42602
6390         1   17335220   17390527     44       8  187863       0.8803      0.18935
11240        1   17383255   17455946     71      13  187863      0.11563      0.45397
400743       1   17506283   17532882     28       5  187863     -0.48992       0.6879
29943        1   17521622   17582502     49      22  187863     -0.77396      0.78052
51702        1   17565592   17620727     34      13  187863     -0.32762       0.6284
100616188    1   17594383   17614470      9       4  187863     -0.29274      0.61514
23569        1   17624691   17700499     59      17  187863      0.98453      0.16243
353238       1   17688690   17738195     46       9  187863      0.29277      0.38485
55920        1   17723255   17776173     29       5  187863      0.87293      0.19135
55160        1   17856192   18034370     74      29  187863     -0.49013      0.68798
81569        1   18071827   18163558     32      14  187863     -0.81606      0.79277
101927876    1   18382150   18410905     10       4  187863      0.31099      0.37791
84966        1   18424291   18714977    202      78  187863     0.080339      0.46798
127707       1   18797423   18822480     22       5  187863      0.12929      0.44856
5081         1   18947339   19085360     77      37  187863    -0.093805      0.53737
80834        1   19156092   19196154     25      10  187863      -1.3237      0.90719
8659         1   19187923   19239293     29      10  187863      0.13585      0.44597
100616120    1   19199695   19219769      8       3  187863     0.045591      0.48182
100302276    1   19213564   19233642     12       3  187863      0.56835       0.2849
126917       1   19220773   19293170     36      13  187863     -0.13844      0.55505
23352        1   19391005   19546760     62      11  187863     -0.87215      0.80844
101927895    1   19526879   19577198     18       4  187863     -0.65235      0.74291
23065        1   19532154   19588018     21       6  187863     -0.52908      0.70163
51154        1   19568298   19596622     13       6  187863      0.43238      0.33273
246181       1   19582475   19610616     11       4  187863      0.29677      0.38332
22977        1   19599066   19625264      7       3  187863      0.15032      0.44025
100506730    1   19609740   19632230      8       3  187863      0.34843      0.36376
8574         1   19619201   19648640     12       5  187863     -0.29824      0.61724
54896        1   19628819   19668922     20       7  187863      -1.0759      0.85902
832          1   19655268   19822033     99      16  187863      -1.8357       0.9668
440574       1   19913470   19966315     19       6  187863      0.59977      0.27433
100532736    1   19913472   19994945     37      14  187863       3.1454   0.00082928
644068       1   19924300   19945138      5       3  187863      0.38507      0.35009
4681         1   19959722   19994949     21       9  187863       3.9445   3.9982e-05
3362         1   19981367   20017459     29       7  187863       4.1739   1.4974e-05
255104       1   19998705   20136409     73      24  187863       3.8273   6.4784e-05
54546        1   20130521   20151776     22      10  187863      0.13322      0.44701
23252        1   20198887   20249437     27       8  187863     -0.18348      0.57279
30814        1   20236501   20260110     21       8  187863      0.12031      0.45212
5320         1   20291923   20316927     21       8  187863     -0.14168      0.55633
5322         1   20386686   20428404     34       9  187863      -1.9111      0.97201
26279        1   20428433   20456059     13       7  187863     0.017915      0.49285
64600        1   20455815   20486874     10       6  187863     -0.35254      0.63778
117779438    1   20470706   20497061     10       3  187863       1.2729      0.10153
391013       1   20479547   20523011     15       6  187863       1.2631      0.10327
127733       1   20502588   20532543     12       5  187863      0.48131      0.31515
105376827    1   20559587   20581147     17       5  187863      0.37003      0.35568
127731       1   20607367   20696011     55      14  187863       1.2599      0.10386
339505       1   20676293   20765287     38      11  187863      0.50712      0.30604
55450        1   20798883   20822703      7       3  187863       1.7955     0.036285
79594        1   20815940   20844644      8       3  187863       1.4998     0.066828
163933       1   20869065   20891513      8       3  187863       0.7548      0.22518
978          1   20905589   20955396     37      10  187863       1.0844       0.1391
65018        1   20949950   20988004     27       6  187863      0.53203      0.29735
102464833    1   20950171   20970281     12       4  187863      0.78358      0.21664
100861548    1   20959149   20988686     23       5  187863      0.29882      0.38254
1650         1   20968270   20997862     23       5  187863      0.38546      0.34995
57576        1   20980506   21054500     47      22  187863      0.53724      0.29555
400745       1   21036223   21069196     16       7  187863     -0.44873      0.67319
50809        1   21056758   21123800     19       6  187863       1.1337      0.12847
8672         1   21122784   21513390     77       9  187863        0.962      0.16802
100302155    1   21304806   21324925      6       2  187863      0.61098      0.27061
1889         1   21533742   21681997     55      24  187863     -0.59789      0.72504
100506801    1   21609782   21636362      6       4  187863      0.48519      0.31377
84224        1   21756629   21821393     21       5  187863     -0.21672      0.58579
249          1   21825476   21914903     47      16  187863     -0.30676      0.62049
5909         1   21912713   22005850     59      22  187863       0.4718      0.31853
84196        1   21994790   22119692     59      13  187863       -0.316        0.624
401944       1   22128757   22161716     24      11  187863      0.61275      0.27002
3339         1   22138736   22273803     70      25  187863      0.35086      0.36285
23436        1   22293514   22325847     11       3  187863      0.72276      0.23491
10136        1   22318149   22349035      6       3  187863      0.67588      0.24956
101928043    1   22340486   22362541     15       6  187863      0.20902      0.41722
29092        1   22341683   22367717     18       7  187863     0.031143      0.48758
998          1   22369201   22437853     30       8  187863      -1.7245      0.95769
54361        1   22433805   22479590     23       8  187863      0.22572      0.41071
100616433    1   22582731   22602793      4       2  187863      0.14938      0.44063
9923         1   22768343   22867650     39       9  187863      0.47622      0.31696
2046         1   22879981   22940088     26      12  187863       1.1937       0.1163
102466615    1   22949750   22969859     10       4  187863     -0.90179      0.81642
712          1   22953120   22976175     12       4  187863     -0.56113      0.71265
714          1   22960125   22984601     20       6  187863     -0.73046      0.76744
713          1   22969728   22998129     17       5  187863     -0.25019      0.59878
2048         1   23027330   23257993     80      31  187863      0.33232      0.36982
100616391    1   23036009   23056091      5       2  187863      0.10169       0.4595
100422914    1   23179651   23199719      5       3  187863      -1.6646        0.952
646262       1   23269535   23309359     19       7  187863      -0.3528      0.63788
729059       1   23327326   23352345      8       3  187863      0.25324      0.40004
23028        1   23335960   23420182     34       4  187863      0.55848      0.28826
100422866    1   23360797   23380865      7       2  187863      0.35306      0.36202
7798         1   23400515   23505351     38       6  187863      0.59563      0.27571
3352         1   23508387   23553995     23       5  187863      0.20637      0.41825
100996511    1   23597801   23622011      2       1  187863       1.2977     0.097201
10236        1   23621180   23680777      7       4  187863      0.70857      0.23929
80818        1   23675940   23706329     16       4  187863       1.4126     0.078884
148898       1   23685463   23708330     14       4  187863       1.3727      0.08492
6920         1   23697401   23761241     33      10  187863      0.89408      0.18564
55616        1   23745055   23820672     32       9  187863      0.30805      0.37902
1870         1   23822929   23867725     12       6  187863     -0.10636      0.54235
101928163    1   23838421   23864911     10       5  187863     0.063141      0.47483
3399         1   23874416   23895992     10       5  187863     -0.95186      0.82942
259283       1   23943823   23977058     15       7  187863      0.43359      0.33229
6135         1   24008268   24033325      3       1  187863      -2.1765      0.98524
6924         1   24059855   24098549      6       3  187863      -0.5356      0.70388
100506963    1   24076871   24114787      8       3  187863     -0.02818      0.51124
57095        1   24094907   24124722      6       2  187863      0.22835      0.40969
11313        1   24107634   24132029      5       2  187863     0.011756      0.49531
2582         1   24112088   24137244      9       2  187863     0.082858      0.46698
3155         1   24118366   24161949     14       2  187863      0.29353      0.38456
2517         1   24161570   24204780     17       3  187863       0.4557       0.3243
1269         1   24187005   24249852     23       7  187863      0.67915      0.24852
100616492    1   24245559   24265637      3       1  187863     -0.41149      0.65964
55629        1   24276317   24299949      1       1  187863      0.79243      0.21406
10772        1   24280836   24316817      1       1  187863      0.79243      0.21406
127294       1   24372530   24448625     50      13  187863    -0.010311      0.50411
58985        1   24436260   24479630     17       6  187863     -0.43862      0.66953
163702       1   24470661   24523779     18       8  187863     -0.38788      0.65095
284632       1   24516729   24548180     16       7  187863       0.7264       0.2338
57822        1   24635846   24700970     28      12  187863      0.69081      0.24484
90529        1   24673488   24751587     46       8  187863      0.37973      0.35207
57185        1   24729976   24809473     26       7  187863    0.0053755      0.49786
100750325    1   24812743   24838872     11       3  187863     -0.83469      0.79805
11123        1   24818833   24877530     26       7  187863     -0.17366      0.56893
100506985    1   24855763   24892515     19       6  187863       0.1835       0.4272
400746       1   24872577   24945818     23       9  187863      -0.4493      0.67339
10250        1   24959792   25009772      4       2  187863       1.1476      0.12557
25932        1   25061937   25180810     25       4  187863       1.5304     0.062964
864          1   25216001   25301501     29      11  187863     -0.29878      0.61745
102465437    1   25235835   25255907      7       3  187863      0.24299      0.40401
100616365    1   25339993   25360077      6       3  187863      -2.2038      0.98623
25949        1   25538766   25568993      8       3  187863      -2.0061      0.97758
57035        1   25558727   25674745      9       6  187863      -0.7026      0.75885
6007         1   25588976   25666936      2       1  187863     -0.37903      0.64767
23585        1   25654824   25698852      7       3  187863      -0.8216      0.79435
6006         1   25678739   25757405     17       4  187863       -1.754      0.96028
55219        1   25747348   25836698     21       5  187863      -2.4829      0.99348
26119        1   25860096   25905377     24       7  187863     -0.46468      0.67892
57134        1   25933281   26120940     44      12  187863      -0.1459        0.558
57190        1   26116683   26154712     21       6  187863      0.99484      0.15991
56181        1   26136396   26169433     22       4  187863      0.39815      0.34526
646471       1   26136444   26160097     18       4  187863      0.47328      0.31801
79000        1   26148403   26195949     20       4  187863      0.86553      0.19337
164091       1   26177974   26212199     16       3  187863       1.2705      0.10196
3925         1   26200669   26243368     20       2  187863      0.99766      0.15922
100500808    1   26222852   26242945      5       1  187863      0.85344      0.19671
5051         1   26276257   26334554     20       4  187863       1.4154     0.078477
2134         1   26338265   26372954     13       3  187863       1.1197      0.13141
7780         1   26353742   26382609     12       3  187863        1.104       0.1348
84676        1   26367791   26404121     21       6  187863       2.3019     0.010671
149420       1   26427655   26462046     10       2  187863       2.6256    0.0043245
79927        1   26475569   26500453     17       5  187863      0.59015      0.27754
110806296    1   26480591   26505454     23       5  187863       1.0722      0.14181
51042        1   26486398   26507364     16       4  187863       1.2253      0.11023
10256        1   26493981   26526375     28       7  187863       1.3412     0.089933
378807       1   26507092   26539455     23       9  187863       1.2343      0.10855
101928303    1   26541810   26566331     15       5  187863      -2.4387      0.99263
64793        1   26550690   26615299     26       7  187863      -1.3704      0.91472
83442        1   26596576   26618013      8       2  187863      -1.2278      0.89024
91544        1   26598772   26654756     31       5  187863     -0.98203      0.83696
1043         1   26634448   26657014     16       4  187863     -0.14361       0.5571
55057        1   26638349   26690621     38       9  187863      0.81147      0.20855
257101       1   26678124   26709285     20       6  187863       1.5048     0.066188
79727        1   26727307   26766219     16       6  187863     -0.81036      0.79113
79947        1   26748772   26807795     25       6  187863      -0.3676      0.64341
101928324    1   26779247   26804028     13       4  187863     -0.21815      0.58634
3151         1   26788930   26813133     10       3  187863      0.74143      0.22922
6195         1   26846251   26911516     27       8  187863     -0.39616      0.65401
100302190    1   26871032   26891084      8       2  187863     -0.55261      0.70973
101928728    1   27008400   27030622      7       2  187863        1.006      0.15721
8289         1   27012505   27118595     30       4  187863      0.99098      0.16085
