GENE       CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P
65220        1    1672670    1721470     14       5  161035     0.016992      0.49322
2782         1    1706723    1832556     40       8  161035    -0.017746      0.50708
163688       1    1836698    1858735     10       3  161035     -0.90184      0.81643
339456       1    1839029    1860718     11       3  161035     -0.93902      0.82614
85452        1    1843395    1945225     39      14  161035       0.4678      0.31997
2563         1    1940783    1972197      9       3  161035     -0.20693      0.58197
5590         1    1971849    2126838     65      13  161035      0.35892      0.35983
100506504    1    2103232    2125314      8       3  161035       1.0382      0.14958
199990       1    2105898    2154159     10       3  161035      0.55473      0.28954
112268219    1    2111236    2133897      5       2  161035      0.84602      0.19877
6497         1    2149757    2251652     36      15  161035      0.44904       0.3267
79906        1    2242691    2332993     58      22  161035     -0.74142      0.77078
100129534    1    2271853    2294100     18       6  161035     -0.79069      0.78544
11079        1    2313279    2346875     25       8  161035      0.90239      0.18343
5192         1    2325412    2355266     24       8  161035       1.1834      0.11833
9651         1    2388889    2446971     17       8  161035      0.25599      0.39898
55229        1    2429975    2468035     14       5  161035      0.56639      0.28557
388585       1    2450183    2471702      8       3  161035      0.69749      0.24275
115110       1    2471358    2498450      5       2  161035       1.1516      0.12474
8764         1    2477803    2507061      9       2  161035       1.2035       0.1144
100996583    1    2487973    2525973     14       3  161035       1.2603      0.10378
127281       1    2507961    2532907     15       3  161035      0.13017      0.44822
79258        1    2512078    2574455     30       5  161035     -0.29906      0.61755
100287898    1    2562707    2727433     12       6  161035     -0.53457      0.70353
140625       1    2928030    2949467      7       3  161035     -0.70861      0.76072
440556       1    2966180    2994289      9       4  161035     -0.13461      0.55354
63976        1    2975766    3365185    207      86  161035      -1.7065      0.95604
100422968    1    3034538    3054599      7       3  161035      0.65867      0.25506
27237        1    3361228    3407677     21       3  161035      -1.1513      0.87519
1953         1    3394514    3538072     73      33  161035       1.1362      0.12793
693135       1    3467259    3487354     10       5  161035      0.20914      0.41717
127262       1    3531578    3556691     14       5  161035       1.2081      0.11351
49856        1    3537333    3576667     28      10  161035       1.0321      0.15101
7161         1    3559079    3662765     58      26  161035      0.48657      0.31328
148870       1    3659013    3698209     31      12  161035     -0.95082      0.82915
388588       1    3679312    3702520     14       6  161035    -0.077859      0.53103
57470        1    3685122    3723062     19       9  161035      -1.0918      0.86253
9731         1    3718650    3783775     37       7  161035     -0.88685      0.81242
1677         1    3763830    3811993     38      12  161035     -0.76969      0.77926
339448       1    3795696    3826836     26       8  161035     -0.44151      0.67058
100133612    1    3806967    3842011     23       8  161035      -1.4009      0.91937
728716       1    3990671    4022643     27      13  161035      0.28363      0.38835
105376672    1    3997208    4019040     20       9  161035      0.38095      0.35162
284661       1    4462110    4494744     24       7  161035      -1.0476      0.85258
105376679    1    4621546    4653764     22      10  161035      -1.4761      0.93004
55966        1    4704668    4862582    104      41  161035     -0.22826      0.59028
100616421    1    5912731    5932801     18       7  161035     -0.87835      0.81012
261734       1    5912870    6062485     86      16  161035     -0.93176      0.82427
8514         1    6042735    6171240     49      24  161035      -1.4175      0.92184
26038        1    6151846    6250381     38      11  161035      -1.8689      0.96918
6146         1    6235079    6269655     12       6  161035      -1.0281      0.84804
102724450    1    6254899    6275840     11       5  161035     -0.99359      0.83979
388591       1    6256178    6291359     20       6  161035     -0.50592      0.69354
23463        1    6271252    6306024     18       5  161035     -0.48135      0.68487
390992       1    6294238    6315638      9       4  161035       -1.956      0.97477
387509       1    6297412    6331158     17       5  161035      -2.3233      0.98992
11332        1    6314331    6463827     76      15  161035      -2.6771      0.99629
54626        1    6465293    6489979     12       3  161035     0.041458      0.48347
83715        1    6474835    6531004     23       6  161035      0.26613      0.39507
100422975    1    6479893    6499956     10       3  161035      0.18213      0.42774
8718         1    6510845    6536255     11       3  161035      0.75848      0.22408
57449        1    6516151    6590152     37      10  161035      0.51199      0.30433
79707        1    6571406    6624573     23       3  161035       0.9248      0.17754
80835        1    6605366    6649815     24       9  161035      0.59935      0.27447
3104         1    6630053    6659340     17       8  161035     -0.32202      0.62628
9903         1    6640783    6672929     12       6  161035      0.22037      0.41279
148479       1    6663790    6694090     15       5  161035      0.19792      0.42156
90326        1    6674924    6705646     17       5  161035     -0.69452      0.75632
55735        1    6684229    6771876     32       7  161035     -0.33818      0.63239
100505887    1    6774804    6800072      9       3  161035     -0.15939      0.56332
110841581    1    6833951    6855040      7       2  161035      0.48686      0.31318
23261        1    6835383    7839766    374     119  161035        1.374     0.084727
102725193    1    7432547    7459814      6       2  161035      0.53042      0.29791
9341         1    7821355    7851492     20       7  161035      0.37445      0.35404
8863         1    7834350    7915237     37      12  161035     -0.33752      0.63214
10911        1    7897671    7923551     15       6  161035      0.26432      0.39577
3604         1    7965930    8010899     15       3  161035     -0.99544      0.84024
11315        1    8011713    8055565     12       5  161035   -0.0002805      0.50011
54206        1    8061786    8096369      9       2  161035      0.53623       0.2959
102724539    1    8258731    8285268     11       3  161035      0.13458      0.44647
50651        1    8368173    8414225     11       5  161035      0.30431      0.38045
473          1    8402463    8887699    103      18  161035      0.99015      0.16105
102724552    1    8474704    8505076      8       5  161035       1.0149      0.15508
106632271    1    8544859    8564973      5       2  161035       1.2652      0.10291
2023         1    8911058    8948745     12       3  161035      -1.6359      0.94907
102465436    1    8916560    8936649     10       3  161035      -1.6265      0.94808
100505975    1    8928893    8949943      4       2  161035      -1.2897      0.90143
765          1    8995926    9045148     34      16  161035      0.36942      0.35591
155184       1    9053358    9096404     26      12  161035       1.0097      0.15633
6518         1    9085164    9142318     14       5  161035     0.022907      0.49086
80045        1    9150363    9199161     10       5  161035       -1.609      0.94619
106614088    1    9198069    9252397     20      10  161035     -0.79829      0.78765
407040       1    9201726    9221836      8       5  161035      0.14731      0.44144
102724571    1    9232262    9262144      8       4  161035     -0.94324      0.82722
9563         1    9284832    9341394     18       8  161035     -0.32976      0.62921
80176        1    9342952    9439590     57      25  161035     -0.95271      0.82963
100506022    1    9475152    9499055     12       3  161035     -0.37754      0.64711
84275        1    9589523    9655231     26       4  161035      0.29556      0.38378
199953       1    9638968    9684935     17       3  161035      0.13209      0.44746
5293         1    9701788    9799172     24      11  161035      0.37414      0.35415
644997       1    9702667    9724644      6       3  161035       0.4084      0.34149
101929074    1    9722483    9757632     12       5  161035      0.75163      0.22614
22883        1    9778983    9894584     35       7  161035     -0.27003      0.60643
56998        1    9898333    9980327     16       4  161035       2.9397    0.0016427
84328        1    9972175   10013449     19       5  161035       0.6639      0.25338
64802        1    9992980   10055556     18       4  161035      0.44638      0.32766
113391335    1   10000629   10030845     12       3  161035     -0.43733      0.66907
100847055    1   10017438   10037516      3       1  161035      0.18538      0.42647
116362       1   10047285   10086079      7       2  161035      0.82416      0.20492
10277        1   10083015   10251296     51      16  161035      0.19375      0.42319
23095        1   10260627   10451661     83       9  161035    -0.093534      0.53726
5226         1   10449120   10490568     20       6  161035      -1.0826      0.86051
378708       1   10480489   10512865     21       4  161035     -0.40096      0.65578
100526739    1   10480489   10522210     23       4  161035     -0.41589      0.66126
1325         1   10500087   10522055      8       2  161035    -0.058961      0.52351
1676         1   10506578   10542586     11       4  161035     -0.74428      0.77165
5195         1   10525006   10700815     89      18  161035      0.69889      0.24231
54897        1   10686665   10866703     72      36  161035       1.2054      0.11402
23435        1   11062710   11095549     11       2  161035       1.2412      0.10727
10747        1   11076579   11117296     15       4  161035       1.1802      0.11896
6723         1   11104645   11130075      9       2  161035       1.4224     0.077453
5394         1   11116675   11169926     14       3  161035       1.2853     0.099344
105376736    1   11149731   11172162      4       2  161035      0.36119      0.35898
2475         1   11156591   11332608     44       6  161035      0.31962      0.37463
100873935    1   11193954   11219595      4       2  161035      0.14183      0.44361
10218        1   11239411   11266038      3       2  161035    -0.086247      0.53437
29914        1   11323254   11369628     17       4  161035      0.33073      0.37043
57540        1   11529211   11607608     28       7  161035      -0.6326       0.7365
101929181    1   11659587   11683411      9       3  161035     -0.41143      0.65962
26232        1   11698443   11724486     15       8  161035      0.21894      0.41335
93611        1   11704463   11733384     13       7  161035      0.45811      0.32344
26270        1   11714256   11744409     14       7  161035     0.012613      0.49497
10459        1   11724536   11761678     17       8  161035    -0.091142      0.53631
374946       1   11741766   11795914     21      10  161035     -0.42563      0.66481
57085        1   11786141   11820828     17       7  161035      -1.1147       0.8675
284498       1   11812249   11859642     29       7  161035     -0.17419      0.56914
102724659    1   11827133   11849676     16       3  161035      0.10008      0.46014
4524         1   11835780   11876021     36       7  161035    -0.025157      0.51004
1185         1   11856152   11913201     45       8  161035     0.055666       0.4778
100379251    1   11890375   11917673     19       6  161035     -0.37386      0.64574
4878         1   11895765   11917840     18       5  161035     -0.25826       0.6019
4879         1   11907520   11929002      7       3  161035     -0.47852      0.68386
26829        1   11958210   11978329      9       4  161035      -1.6451      0.95002
90231        1   11969647   11996484     13       4  161035      -1.4206      0.92229
5351         1   11984773   12045594     21       5  161035      0.59112      0.27722
9927         1   12030237   12083572     21       6  161035       1.0385      0.14951
60672        1   12069554   12102102      8       3  161035      -1.3598      0.91305
102466982    1   12079214   12099279      8       3  161035      -1.3598      0.91305
943          1   12113359   12214264     41      17  161035       1.2098      0.11318
102465836    1   12216999   12237095      5       2  161035      0.40095      0.34423
7133         1   12217047   12279277     30      11  161035       1.0142      0.15523
100616438    1   12241769   12261830     11       3  161035      0.87517      0.19074
55187        1   12280086   12582098     91      18  161035       1.1967      0.11572
677885       1   12557299   12577451      4       2  161035       -1.114      0.86737
9249         1   12617938   12688216     42      14  161035     -0.43117      0.66683
102466722    1   12628984   12649051     12       7  161035       0.7229      0.23487
343066       1   12694103   12737087     17       4  161035       -1.358      0.91277
126767       1   12766112   12798727     22       4  161035     -0.61066      0.72929
390999       1   12823880   12848048      9       2  161035      0.34634      0.36454
65121        1   12841545   12866777      5       2  161035     -0.83992      0.79952
343069       1   12897229   12918573      1       1  161035      0.84112      0.20014
65122        1   12906940   12931764      2       1  161035      0.33474      0.36891
400735       1   12929032   12956025      3       2  161035   -0.0066779      0.50266
441871       1   12966466   13621533      3       2  161035     -0.73782      0.76969
391002       1   12966466   13621533      3       2  161035     -0.73782      0.76969
440561       1   12988301   13378936      3       2  161035     -0.73782      0.76969
391003       1   13025498   13708405      3       2  161035     -0.73782      0.76969
101929983    1   13042393   13658988      3       2  161035     -0.73782      0.76969
343068       1   13098513   13379057      3       2  161035     -0.73782      0.76969
645354       1   13151985   13209727      3       2  161035     -0.73782      0.76969
649324       1   13151985   13209727      3       2  161035     -0.73782      0.76969
101060301    1   13172324   13194036      3       2  161035     -0.73782      0.76969
649330       1   13172324   13194426      3       2  161035     -0.73782      0.76969
440563       1   13172959   13194326      3       2  161035     -0.73782      0.76969
126755       1   13791440   13850498     40      15  161035       1.3281     0.092074
10630        1   13900251   13954452     37      16  161035       0.3598       0.3595
7799         1   14016682   14161574     80      22  161035        1.265      0.10293
105376762    1   14665449   14756469     52      22  161035     -0.33991      0.63304
23254        1   14915180   15454539    289     106  161035      0.86793      0.19272
200197       1   15428310   15488960     33      10  161035       1.9272     0.026979
55092        1   15469027   15556974     61      15  161035       1.6203     0.052588
114827       1   15563720   15734623     94      27  161035      0.15681       0.4377
101927417    1   15643175   15680379     11       5  161035      -1.0053      0.84263
79180        1   15726383   15766835     21      10  161035      0.43566      0.33154
11330        1   15754938   15785737     13       7  161035      0.19155      0.42405
63036        1   15773226   15808586     14       6  161035      0.49106      0.31169
51032        1   15792598   15827889     20       6  161035      0.40592       0.3424
842          1   15807895   15861285     35       4  161035   -0.0029294      0.50117
23341        1   15843307   15908228     24       4  161035     -0.20053      0.57947
107397391    1   15858660   15878799      7       2  161035     -0.12242      0.54872
79814        1   15888193   15921546     15       4  161035      -0.7328      0.76816
84301        1   15933952   16005539     20       4  161035      -1.0998       0.8643
6248         1   15976207   15998525      9       2  161035     -0.37516      0.64623
23207        1   16000814   16071264     33       5  161035     -0.47915      0.68409
284723       1   16052752   16077887     11       3  161035      0.66038       0.2545
110806303    1   16056545   16086385     15       4  161035      0.58632      0.27883
388595       1   16058993   16084477     15       4  161035      0.58632      0.27883
54751        1   16073132   16123084     14       5  161035      0.81622      0.20719
440567       1   16123656   16144194     11       3  161035     -0.90253      0.81661
23013        1   16164201   16276951     37      10  161035    -0.063968       0.5255
7709         1   16258363   16312627     30       7  161035      0.76778      0.22131
149563       1   16320730   16345302     22       6  161035      -1.6099      0.94629
27129        1   16330523   16356089     20       5  161035       -1.478      0.93029
1187         1   16338530   16370545     25       7  161035      -1.2998      0.90316
1188         1   16360276   16393821     26       7  161035     -0.80571       0.7898
348487       1   16374263   16410146     20       7  161035      -1.2117      0.88719
1969         1   16440831   16492564     24       9  161035       2.8385     0.002266
128272       1   16514348   16549147     15       5  161035      0.37772      0.35282
79363        1   16548186   16573678     10       4  161035      -1.0585      0.85509
54455        1   16563334   16688975     27       7  161035      0.33403      0.36918
26099        1   16683736   16734640     11       3  161035     -0.10125      0.54032
374955       1   16712175   16773919     14       8  161035      -1.0296       0.8484
55707        1   16757166   16796584     15       5  161035      -1.6645      0.95199
107984921    1   16777442   16804976     12       3  161035      -1.6527       0.9508
114819       1   16783930   16829196     14       4  161035      -1.8773      0.96976
26863        1   16830616  149234221  42385    1122  161035      0.88244      0.18877
26869        1   16830616  149234221  42385    1122  161035      0.88244      0.18877
6060         1   16830616  149234221  42385    1122  161035      0.88244      0.18877
26870        1   16830616  149234221  42385    1122  161035      0.88244      0.18877
26871        1   16830616  149234221  42385    1122  161035      0.88244      0.18877
440570       1   16850336   17210587      1       1  161035     -0.64825      0.74159
100500876    1   16865408   17195516      1       1  161035     -0.64825      0.74159
9696         1   17238425   17309455     16       5  161035      0.56319      0.28665
4237         1   17290998   17318081     25       7  161035      0.62666      0.26544
23400        1   17302452   17348423     31       6  161035       1.1381      0.12754
6390         1   17335220   17390527     44       8  161035       2.4303    0.0075427
11240        1   17383255   17455946     71      13  161035       2.2919     0.010955
400743       1   17506283   17532882     28       5  161035      0.72412       0.2345
29943        1   17521622   17582502     49      22  161035       1.5264      0.06345
51702        1   17565592   17620727     34      13  161035      0.28518      0.38775
100616188    1   17594383   17614470      9       4  161035       1.1935      0.11633
23569        1   17624691   17700499     59      17  161035       1.1708      0.12084
353238       1   17688690   17738195     46       9  161035      -2.4736      0.99331
55920        1   17723255   17776173     29       5  161035      -1.9124      0.97209
55160        1   17856192   18034370     74      29  161035      0.13564      0.44605
81569        1   18071827   18163558     32      14  161035      0.30911      0.37862
101927876    1   18382150   18410905     10       4  161035      0.95923      0.16872
84966        1   18424291   18714977    202      78  161035      0.08716      0.46527
127707       1   18797423   18822480     22       5  161035     -0.53069      0.70218
5081         1   18947339   19085360     77      37  161035     -0.38137      0.64854
80834        1   19156092   19196154     25      10  161035      -2.0869      0.98155
8659         1   19187923   19239293     29      10  161035    -0.087398      0.53482
100616120    1   19199695   19219769      8       3  161035      0.85136      0.19729
100302276    1   19213564   19233642     12       3  161035      -0.8107      0.79123
126917       1   19220773   19293170     36      13  161035       1.5192     0.064352
23352        1   19391005   19546760     62      11  161035      0.86188      0.19438
101927895    1   19526879   19577198     18       4  161035       1.7652     0.038762
23065        1   19532154   19588018     21       6  161035       1.9451     0.025882
51154        1   19568298   19596622     13       6  161035       1.1883      0.11736
246181       1   19582475   19610616     11       4  161035     -0.16612      0.56597
22977        1   19599066   19625264      7       3  161035      0.84247      0.19976
100506730    1   19609740   19632230      8       3  161035       1.0748      0.14122
8574         1   19619201   19648640     12       5  161035      0.71021      0.23879
54896        1   19628819   19668922     20       7  161035     -0.17453      0.56928
832          1   19655268   19822033     99      16  161035      0.95416         0.17
440574       1   19913470   19966315     19       6  161035       0.1688      0.43298
100532736    1   19913472   19994945     37      14  161035      0.47322      0.31803
644068       1   19924300   19945138      5       3  161035        1.097      0.13631
4681         1   19959722   19994949     21       9  161035      0.51495      0.30329
3362         1   19981367   20017459     29       7  161035       2.1214     0.016943
255104       1   19998705   20136409     73      24  161035        1.783     0.037296
54546        1   20130521   20151776     22      10  161035      0.14729      0.44145
23252        1   20198887   20249437     27       8  161035      -0.5533      0.70997
30814        1   20236501   20260110     21       8  161035      -1.2314      0.89091
5320         1   20291923   20316927     21       8  161035     0.070313      0.47197
5322         1   20386686   20428404     34       9  161035      0.90579      0.18252
26279        1   20428433   20456059     13       7  161035     -0.37859       0.6475
64600        1   20455815   20486874     10       6  161035     -0.21735      0.58603
117779438    1   20470706   20497061     10       3  161035      -0.3018       0.6186
391013       1   20479547   20523011     15       6  161035     -0.34212      0.63387
127733       1   20502588   20532543     12       5  161035     -0.69339      0.75597
105376827    1   20559587   20581147     17       5  161035       1.4546     0.072884
127731       1   20607367   20696011     55      14  161035     -0.84562      0.80112
339505       1   20676293   20765287     38      11  161035     -0.46176      0.67787
55450        1   20798883   20822703      7       3  161035       1.6831     0.046181
79594        1   20815940   20844644      8       3  161035       0.6056      0.27239
163933       1   20869065   20891513      8       3  161035      -1.0508      0.85332
978          1   20905589   20955396     37      10  161035      -1.3282      0.90795
65018        1   20949950   20988004     27       6  161035     -0.10875       0.5433
102464833    1   20950171   20970281     12       4  161035      0.20946      0.41704
100861548    1   20959149   20988686     23       5  161035     0.076825      0.46938
1650         1   20968270   20997862     23       5  161035     -0.46675      0.67966
57576        1   20980506   21054500     47      22  161035     -0.85427      0.80352
400745       1   21036223   21069196     16       7  161035      -1.1835      0.88169
50809        1   21056758   21123800     19       6  161035      -1.4508      0.92659
8672         1   21122784   21513390     77       9  161035      -1.4716      0.92944
100302155    1   21304806   21324925      6       2  161035      -1.7532      0.96022
1889         1   21533742   21681997     55      24  161035     -0.88214      0.81115
100506801    1   21609782   21636362      6       4  161035      0.62892       0.2647
84224        1   21756629   21821393     21       5  161035      0.68203      0.24761
249          1   21825476   21914903     47      16  161035      0.32545      0.37242
5909         1   21912713   22005850     59      22  161035     0.026033      0.48962
84196        1   21994790   22119692     59      13  161035      0.48585      0.31354
401944       1   22128757   22161716     24      11  161035      0.92166      0.17835
3339         1   22138736   22273803     70      25  161035      0.26229      0.39655
23436        1   22293514   22325847     11       3  161035      -1.0158      0.84513
10136        1   22318149   22349035      6       3  161035     -0.82337      0.79485
101928043    1   22340486   22362541     15       6  161035      -1.3966      0.91873
29092        1   22341683   22367717     18       7  161035      -1.6217      0.94757
998          1   22369201   22437853     30       8  161035     -0.98709       0.8382
54361        1   22433805   22479590     23       8  161035       -1.198      0.88454
100616433    1   22582731   22602793      4       2  161035     -0.64085      0.73919
9923         1   22768343   22867650     39       9  161035      -2.0494      0.97979
2046         1   22879981   22940088     26      12  161035      -2.0014      0.97733
102466615    1   22949750   22969859     10       4  161035     -0.54083      0.70569
712          1   22953120   22976175     12       4  161035     0.098428       0.4608
714          1   22960125   22984601     20       6  161035      0.63712      0.26202
713          1   22969728   22998129     17       5  161035      0.98395      0.16257
2048         1   23027330   23257993     80      31  161035     -0.25853        0.602
100616391    1   23036009   23056091      5       2  161035      -0.7147       0.7626
100422914    1   23179651   23199719      5       3  161035     -0.29355      0.61545
646262       1   23269535   23309359     19       7  161035    -0.018621      0.50743
729059       1   23327326   23352345      8       3  161035     -0.90588       0.8175
23028        1   23335960   23420182     34       4  161035      -1.1871       0.8824
100422866    1   23360797   23380865      7       2  161035     -0.81908      0.79363
7798         1   23400515   23505351     38       6  161035     -0.49112      0.68833
3352         1   23508387   23553995     23       5  161035     -0.71224      0.76184
100996511    1   23597801   23622011      2       1  161035     -0.76076       0.7766
10236        1   23621180   23680777      7       4  161035       -1.975      0.97587
80818        1   23675940   23706329     16       4  161035     -0.98493      0.83767
148898       1   23685463   23708330     14       4  161035      -0.8975      0.81527
6920         1   23697401   23761241     33      10  161035      0.65108       0.2575
55616        1   23745055   23820672     32       9  161035      -0.2139      0.58469
1870         1   23822929   23867725     12       6  161035       -2.568      0.99489
101928163    1   23838421   23864911     10       5  161035      -2.4666      0.99318
3399         1   23874416   23895992     10       5  161035      -1.6163      0.94699
259283       1   23943823   23977058     15       7  161035       1.6818     0.046303
6135         1   24008268   24033325      3       1  161035     -0.29465      0.61587
6924         1   24059855   24098549      6       3  161035      -0.6729      0.74949
100506963    1   24076871   24114787      8       3  161035         1.15      0.12508
57095        1   24094907   24124722      6       2  161035       1.2277      0.10977
11313        1   24107634   24132029      5       2  161035       1.1607      0.12289
2582         1   24112088   24137244      9       2  161035       1.2276       0.1098
3155         1   24118366   24161949     14       2  161035       1.6069     0.054037
2517         1   24161570   24204780     17       3  161035       1.9265     0.027021
1269         1   24187005   24249852     23       7  161035       1.7258     0.042192
100616492    1   24245559   24265637      3       1  161035      0.96268      0.16785
55629        1   24276317   24299949      1       1  161035      0.54593      0.29256
10772        1   24280836   24316817      1       1  161035      0.54593      0.29256
127294       1   24372530   24448625     50      13  161035     -0.58073      0.71929
58985        1   24436260   24479630     17       6  161035      -0.1815      0.57201
163702       1   24470661   24523779     18       8  161035     -0.12472      0.54963
284632       1   24516729   24548180     16       7  161035      0.88362      0.18845
57822        1   24635846   24700970     28      12  161035       1.6823     0.046256
90529        1   24673488   24751587     46       8  161035       1.7035     0.044238
57185        1   24729976   24809473     26       7  161035       1.2416       0.1072
100750325    1   24812743   24838872     11       3  161035     -0.54029       0.7055
11123        1   24818833   24877530     26       7  161035     -0.29117      0.61454
100506985    1   24855763   24892515     19       6  161035     -0.79591      0.78696
400746       1   24872577   24945818     23       9  161035     -0.61001      0.72907
10250        1   24959792   25009772      4       2  161035     -0.15658      0.56221
25932        1   25061937   25180810     25       4  161035      -1.4248      0.92289
864          1   25216001   25301501     29      11  161035      0.45292       0.3253
102465437    1   25235835   25255907      7       3  161035      0.43554      0.33159
100616365    1   25339993   25360077      6       3  161035      -1.3589      0.91292
25949        1   25538766   25568993      8       3  161035      -1.3313      0.90846
57035        1   25558727   25674745      9       6  161035      -2.2808      0.98872
6007         1   25588976   25666936      2       1  161035      -1.3216      0.90685
23585        1   25654824   25698852      7       3  161035      -2.3765      0.99126
6006         1   25678739   25757405     17       4  161035      -2.6672      0.99618
55219        1   25747348   25836698     21       5  161035      -1.9168      0.97237
26119        1   25860096   25905377     24       7  161035      0.25266      0.40026
57134        1   25933281   26120940     44      12  161035       1.2153      0.11213
57190        1   26116683   26154712     21       6  161035      0.59537       0.2758
56181        1   26136396   26169433     22       4  161035     -0.13108      0.55214
646471       1   26136444   26160097     18       4  161035    -0.065211        0.526
79000        1   26148403   26195949     20       4  161035      0.16491      0.43451
164091       1   26177974   26212199     16       3  161035      0.22657      0.41038
3925         1   26200669   26243368     20       2  161035     0.017418      0.49305
100500808    1   26222852   26242945      5       1  161035     -0.41884      0.66233
5051         1   26276257   26334554     20       4  161035      0.65392      0.25658
2134         1   26338265   26372954     13       3  161035      -0.3323      0.63017
7780         1   26353742   26382609     12       3  161035     -0.58303      0.72006
84676        1   26367791   26404121     21       6  161035    0.0047456      0.49811
149420       1   26427655   26462046     10       2  161035      0.50146      0.30802
79927        1   26475569   26500453     17       5  161035    -0.059719      0.52381
110806296    1   26480591   26505454     23       5  161035      0.30383      0.38063
51042        1   26486398   26507364     16       4  161035      0.43337      0.33237
10256        1   26493981   26526375     28       7  161035       1.0421      0.14868
378807       1   26507092   26539455     23       9  161035      0.84848      0.19809
101928303    1   26541810   26566331     15       5  161035     -0.39478       0.6535
64793        1   26550690   26615299     26       7  161035     0.088272      0.46483
83442        1   26596576   26618013      8       2  161035      0.41947      0.33744
91544        1   26598772   26654756     31       5  161035     -0.69883      0.75767
1043         1   26634448   26657014     16       4  161035     -0.80668      0.79008
55057        1   26638349   26690621     38       9  161035       1.0158      0.15486
257101       1   26678124   26709285     20       6  161035      0.74458      0.22826
79727        1   26727307   26766219     16       6  161035     -0.91718      0.82048
79947        1   26748772   26807795     25       6  161035      0.32195      0.37375
101928324    1   26779247   26804028     13       4  161035       0.7397      0.22974
3151         1   26788930   26813133     10       3  161035       1.2669       0.1026
6195         1   26846251   26911516     27       8  161035     0.067822      0.47296
100302190    1   26871032   26891084      8       2  161035     -0.11183      0.54452
